0	1
saldırılarında	saldırı
ağır	ağır
yaralandığı	yarala
yine	yine
halep'te	halep
geçen	geçen
ay	ay
kamuran	kâmuran
muhammed	muhammed
ve	ve
kemal	kemal
şahin	şahin
adlı	adlı
üyelerin	üye
de	de
suikasta	suikast
kurban	kurban
gittiği	git
öne	ön
sürüldü	sür
fakat	fakat
2002'de	2002
chavez'e	chavez
nazar	nazar
değmiş	değ
abd'nin	abd
kışkırttığı	kışkırt
subaylar	subay
tarafından	taraf
darbeyle	darbe
indirilip	in
tutuklanmıştır	tutukla
marketteki	market
markette	market
ki	ki
bir	bir
kadın	kadın
sanırım	san
söylediği	söyle
kişi	kişi
eşiydi	eş
eşi	eş
türk	türk
ve	ve
adı	ad
zibin	zibin
sokaklarsa	sokak
sokaklar	sokak
su	su
katılmamış	kat
bir	bir
anadolu	anadolu
kasabası	kasaba
...	...
cumhurbaşkanlığı	cumhurbaşkanlığı
seçimine	seçim
ilişkin	ilişkin
ikinci	iki
tur	tur
oylama	oylama
bugün	bugün
yapılacak	yap
sel	sel
sularında	su
neler	ne
yoktu	yok
yok	yok
ki	ki
...	...
umutsuzluk	umutsuzluk
içinde	iç
acı	acı
çeken	çek
bir	bir
kadın	kadın
önce	önce
senin	sen
sesinle	ses
uyanıyor	uyan
sigara	sigara
dumanları	duman
kemirirken	kemir
kemirir	kemir
havayı	hava
sağ	sağ
olsun	ol
fatoş	fatoş
abla	ab
ve	ve
özlem'in	özlem
kocakarı	kocakarı
ilaçları	ilaç
imdadıma	imdat
yetişiyor	yetiş
temizlik	temiz
toplum	toplum
içinde	iç
başkalarıyla	başka
daha	daha
huzurlu	huzur
ve	ve
güven	güven
içerisinde	içeri
yaşamamızı	yaşa
sağlar	sağla
dal	dal
maydanoz	maydanoz
bütün	bütün
bunlar	bu
yetmezmiş	yet
yetmez	yet
gibi	gibi
bize	biz
cesaret	cesaret
vermek	ver
isteyen	iste
meral'in	meral
zaman	zaman
zaman	zaman
duyulan	duy
zoraki	zoraki
tek	tek
kahkahası	kahkaha
on	on
beş	beş
bin	bin
kişinin	kişi
içinden	iç
bize	biz
uzaydan	uzay
gelen	gel
bir	bir
ses	ses
kadar	kadar
garip	garip
geliyor	gel
ve	ve
zaten	zaten
laçka	laçka
olmuş	ol
sinirlerimizi	sinir
büsbütün	büsbütün
gevşeterek	gevşe
oyunda	oyun
gereksiz	gereksiz
kahkahalar	kahkaha
atmamıza	at
neden	neden
oluyordu	ol
oluyordu	ol
oluyor	ol
willett	willett
tip	tip
diyabetin	diyabet
görülmediği	gör
insanlarda	insan
insülin	insülin
direncinin	direnç
ortaya	orta
çıkabileceğine	çık
dikkat	dikkat
çekiyor	çek
hayvanseverler	hayvansever
size	siz
sesleniyorum	seslen
ikinin	iki
biri	bir
engelleri	engel
aşarak	aş
perdesini	perde
açmış	aç
ve	ve
üçüncü	üç
mevsimimizin	mevsim
de	de
başarılı	başarılı
geçeceğini	geç
belli	belli
etmişti	et
etmiş	et
sana	san
hadi	hadi
gel	gel
diyecek	de
ya	ya
elbette	elbette
böyle	böyle
yapacaklar	yap
buna	bu
isyan	isyan
eden	et
kız	kız
çocukları	çocuk
şırfıntılık	şırfıntılık
erkek	erkek
çocukları	çocuk
da	da
adam	adam
suçlanır	suçla
ve	ve
yerli	yerli
yersiz	yersiz
evden	ev
kovularak	kov
aile	aile
dayanışmasının	dayanışma
dışında	dış
bırakılmakla	bırak
korkutulurlardı	kork
korkutulurlar	kork
yan	yan
odadaki	oda
odada	oda
ki	ki
biz	biz
gazeteciler	gazeteci
baş	baş
konuktan	konuk
ya	ya
iki	iki
ya	ya
da	da
en	en
fazla	fazla
üç	üç
dakika	dakika
sonra	sonra
başladık	başla
yemeğimize	yemek
ortaköy'e	ortaköy
ya	ya
da	da
tophane'ye	tophane
gider	git
sohbet	sohbet
eder	et
ve	ve
nargile	nargile
içerdik	içer
içer	içer
zamanı	zaman
gelince	gel
yünleri	yün
kazana	kazan
doldurur	dol
düşünün	düşün
köylerde	köy
çocuklar	çocuk
ahmet	ahmet
amca	amca
geliyor	gel
diye	diye
seviniyorlar	sevin
iş	iş
tehlikeli	tehlikeli
bir	bir
boyut	boyut
kazanıyordu	kazan
kazanıyor	kazan
asansörün	asansör
kapısını	kapı
açtılar	aç
ve	ve
tam	tam
sırada	sıra
asansörün	asansör
içinden	iç
mi	mi
kıyısından	kıyı
mı	mi
oralardan	ora
bir	bir
yerden	yer
başbakanın	başbakan
ayaklarına	ayak
doğru	doğru
bir	bir
sıçan	sıçan
fırladı	fırla
aziz	aziz
deli	deli
gibi	gibi
çalışkan	çalışkan
güçlü	güçlü
kuvvetli	kuvvetli
pes	pes
etmeyen	et
cinsten	cins
hem	hem
bunu	bu
yapmak	yap
kadar	kadar
zor	zor
dedi	de
1950'lerde	1950
istanbul'da	istanbul
kimsesiz	kimsesiz
bir	bir
öğrenciyim	öğrenci
öğrenci	öğrenci
intihar	intihar
başlı	başlı
başına	baş
umutsuzluğu	umutsuzluk
ifade	ifade
eder	et
yanına	yan
eklenen	ekle
saldırı	saldırı
sözcüğü	sözcük
karabasana	karabasan
dönüştürür	dönüş
kavramı	kavram
...	...
adet	adet
ahududu	ahududu
doktor	doktor
yoklayıp	yokla
baktı	bak
sularken	sula
sular	sula
hep	hep
konuşurum	konuş
çocukluğumda	çocukluk
bakalım	bak
hangisi	hangi
daha	daha
önce	önce
ipten	ip
düşecek	düş
tedirginliği	tedirginlik
içinde	iç
izlerdim	izle
izler	izle
bu	bu
cambazlıkları	cambazlık
bu	bu
zeki	zeki
ve	ve
dindar	dindar
işçimiz	işçi
parmağını	parmak
dudağına	dudak
bastırarak	bas
sus	sus
işareti	işaret
verdikten	ver
sonra	sonra
bana	ben
şöyle	şöyle
karşılık	karşılık
verdi	ver
mutlulukla	mutluluk
aramızda	ara
kendimiz	kendi
mi	mi
duruyoruz	dur
müzik	müzik
aletlerini	alet
göz	göz
önüne	ön
alalım	al
güvenlik	güvenlik
mahkemesi	mahkeme
tarafından	taraf
toplatıldığını	topla
öğrendik	öğren
akşam	akşam
jan	jan
bey	bey
uğradığında	uğra
bana	ben
doktorla	doktor
bayağı	bayağ
ingilizce	ingilizce
konuştun	konuş
dedi	de
hatay'ın	hatay
iskenderun	iskenderun
ilçesinde	ilçe
yaşayan	yaşa
aile	aile
gezmen'in	gezmen
çalıştığı	çalış
firmanın	firma
ırak'ta	ırak
iş	iş
yapmayacağını	yap
açıklamasının	açıkla
ardından	ardından
umutlarının	umut
arttığını	art
söyledi	söyle
ben	ben
zeki	zeki
ekrem	ekrem
toprağın	toprak
akması	ak
saatlerce	saatlerce
sürdü	sür
ayna	ayna
adlı	adlı
pop	pop
grubunun	grup
23	23
cumhuriyet	cumhuriyet
yerine	yer
oturur	otur
oturmaz	otur
yurdun	yurt
yetenekli	yetenekli
çocuklarını	çocuk
avrupa'ya	avrupa
sanat	sanat
eğitimine	eğitim
göndermiştir	gönder
çay	çay
kaşığı	kaşık
ketçap	ketçap
ertesi	ertesi
sabah	sabah
hala	hala
geldiğim	gel
yeri	yer
bulmaya	bul
çalışıyordu	çalış
çalışıyor	çalış
oyunlar	oyun
yazdınız	yaz
demek	de
ki	ki
bilgin	bilgin
ailesinin	aile
tümüne	tüm
teşekkür	teşekkür
etmem	et
gerekiyor	gerek
ileri	ileri
geri	geri
ritmi	ritim
hareketler	hareket
yapıyor	yap
dünyanın	dünya
birçok	birçok
ülkesinde	ülke
bir	bir
yandan	yan
geleneksel	geleneksel
komünist	komünist
partilerin	parti
yok	yok
olması	ol
bir	bir
yandan	yan
sosyal	sosyal
demokrat	demokrat
partilerin	parti
tümüyle	tümüyle
neoliberalizmi	neoliberalizm
benimsemiş	benimse
olmaları	ol
sonucunda	sonuç
ortaya	orta
çıkan	çık
boşluğu	boşluk
doldurmayı	dol
amaçlayan	amaçla
partiler	parti
yaratılıyor	yarat
benimkinin	ben
benim	ben
kinin	ki
camı	cam
kırıldı	kır
önemli	önemli
ve	ve
gizli	gizli
iyi	iyi
ya	ya
serinlikte	serinlik
giderim	git
10	10
el	el
feneri	fener
on	on
gündür	gün
ev	ev
sahibi	sahip
arıyor	ara
ayrıca	ayrıca
çalışmaları	çalışma
desteklemek	destekle
isteyenlerin	iste
katkılarını	katkı
değerlendirmek	değerlendir
üzere	üzere
troya'yı	troya
sevenler	sev
derneği	dernek
gibi	gibi
bir	bir
gönüllüler	gönüllü
kuruluşu	kuruluş
oluşturuldu	oluş
gitmem	git
gerektiğini	gerek
ama	ama
kalmak	kal
istediğimi	iste
biliyordu	bil
biliyor	bil
rusya	rusya
azerbaycan	azerbaycan
kazakistan	kazakistan
bulgaristan	bulgaristan
makedonya	makedonya
ve	ve
kırgızistan'da	kırgızistan
ülkede	ülke
faaliyet	faaliyet
gösteren	göster
ramstore	ramstore
zincirinin	zincir
77	77
nüfus	nüfus
cüzdanı	cüzdan
pasaport	pasaport
ehliyet	ehliyet
gibi	gibi
değerli	değerli
kağıtlar	kâğıt
için	için
vatandaşın	vatandaş
cebinden	cep
çıkan	çık
parada	para
da	da
yeni	yeni
yılda	yıl
yüzde	yüz
6.3	6.3
ile	ile
8.3	8.3
arasında	ara
artış	art
olacak	ol
da	da
şikâyetleri	şikâyet
var	var
telefonlar	telefon
vızır	vızır
vızır	vızır
çalışıyor	çalış
akrabalar	akraba
dost	dost
ve	ve
arkadaşlar	arkadaş
arasında	ara
yılbaşı	yılbaşı
kutlamaları	kutlama
yapılıyor	yap
hüseyin	hüseyin
mirsad	mirsad
mehmet	mehmet
ve	ve
asım	asım
ekibi	ekip
avrupa'nın	avrupa
en	en
iyi	iyi
savunma	savun
ekibi	ekip
dokuz	dokuz
kişilik	kişilik
sevk	sevk
mahkumları	mahkum
içinde	iç
üç	üç
kişi	kişi
defalarca	defalarca
sevk	sevk
geçirmiş	geç
için	için
kaza	kaza
cezaevlerinin	cezaevi
zorluğunu	zorluk
iyi	iyi
biliyordu	bil
biliyor	bil
gerçi	gerçi
ohal	ohal
çerçevesinde	çerçeve
bunlardan	bu
kısa	kısa
süre	süre
yasak	yasak
getirilmiş	getir
ancak	ancak
şu	şu
anda	an
biri	bir
hariç	hariç
hepsi	hepsi
yayındalar	yayın
yayında	yayın
sonunda	sonunda
bir	bir
parça	parça
kömürleşmiş	kömürleş
iplik	iplik
elde	el
ettik	et
kendi	kendi
söylemese	söyle
asla	asla
anlamazdım	anla
anlamaz	anla
bunu	bu
da	da
ayrı	ayrı
konu	konu
bu	bu
bakımdan	bakım
çiçek	çiçek
aşısı	aşı
deyince	de
ilk	ilk
ismi	isim
akla	akıl
gelmekte	gel
aşıyı	aşı
ilk	ilk
bulduğu	bul
zannedilmektedir	zannet
özellikle	özellik
eğitimsiz	eğitimsiz
kendi	kendi
çıkarını	çıkar
bilmeyen	bil
ya	ya
da	da
bilir	bilir
gözükmeyen	gözük
bu	bu
durağan	durağan
toplumu	toplum
harekete	hareket
geçirmek	geç
için	için
şiddetli	şiddetli
bir	bir
deprem	deprem
gerekecekti	gerek
gerekecek	gerek
çocuk	çocuk
kararlıydı	kararlı
kararlı	kararlı
yeni	yeni
nesil	nesil
mouse	mouse
her	her
ne	ne
kadar	kadar
burçlara	burç
inanmasam	inan
da	da
burcumun	burcu
bazı	bazı
özelliklerini	özellik
birebir	birebir
yansıtmaktayım	yansı
bu	bu
söz	söz
annem	anne
için	için
kadar	kadar
önemli	önemli
olmuştu	ol
olmuş	ol
ki	ki
bana	ben
her	her
zaman	zaman
bunu	bu
söylerdi	söyle
söyler	söyle
deniz	deniz
baykal	baykal
cahit	cahit
kayra	kayra
mustafa	mustafa
ok	ok
erol	erol
çevikçe	çevikçe
ayrıca	ayrıca
doçent	doçent
özsan	özsan
uluatam	uluatam
ve	ve
üstün	üstün
üstün	üstün
var	var
babamı	baba
camiye	cami
götürmeyecektik	götür
götürmeyecek	götür
çünkü	çünkü
olguyla	olgu
yorumu	yorum
birbirine	birbiri
karıştırıyorlar	karış
salata	salata
göbeklerinin	göbek
dış	dış
yapraklarını	yaprak
çıkartıp	çık
atın	at
burhan	burhan
felek	felek
sinop'a	sinop
nasıl	nasıl
sürüldüm	sür
yazısında	yazı
ilk	ilk
durağının	durak
bekir	bekir
ağa	ağa
şöyle	şöyle
anlatır	anlat
tamam	tamam
şu	şu
anda	an
27	27
yaşındayım	yaş
yaşında	yaş
her	her
şeyi	şey
hayal	hayal
edebilirim	et
demek	demek
geçmişin	geçmiş
geçmişimizin	geçmiş
de	de
kaybolmuş	kaybol
bir	bir
sınırı	sınır
var	var
bunca	bunca
işleri	iş
arasında	ara
benim	ben
yazdığım	yaz
konuya	konu
pek	pek
de	de
itibar	itibar
etmeyeceğini	et
de	de
düşünmüştüm	düşün
düşünmüş	düşün
doğrusu	doğru
birinin	biri
sevindiğine	sevin
ötekinin	öteki
sevinmesi	sevin
mümkün	mümkün
servis	servis
tabağına	tabak
püreyi	püre
alıp	al
düzgün	düzgü
şekiller	şekil
vererek	ver
ortasını	orta
açın	aç
clay	clay
iflas	iflas
ettirip	et
eve	ev
el	el
koydu	koy
evde	ev
asla	asla
böyle	böyle
bir	bir
şey	şey
yapmam	yap
futbol	futbol
seyredeceği	seyret
zamanlar	zaman
kısıtlanmıştır	kısıtla
çünkü	çünkü
karısı	karı
sıkılır	sık
bunu	bu
gerçekleştirirken	gerçekleş
gerçekleştirir	gerçekleş
de	de
elimizde	el
haritanın	harita
alt	alt
ve	ve
üst	üst
bölümlerindeki	bölüm
bölümlerinde	bölüm
ki	ki
gezegen	gezegen
yoğunluklarına	yoğunluk
bakmamız	bak
yeterli	yeterli
olacaktır	ol
ama	ama
şimdi	şimdi
söylüyorum	söyle
işte	işte
sonra	sonra
oyuna	oyun
devam	devam
edildi	et
hiç	hiç
merak	merak
ettiniz	et
mi	mi
neden	neden
zevk	zevk
aldığımız	al
şeyler	şey
farklıdır	farklı
birimize	bir
kolay	kolay
gelen	gel
ders	ders
neden	neden
bir	bir
başkasının	başka
korkulu	korkulu
rüyasıdır	rüya
zifiri	zifiri
karanlık	karanlık
hiçbir	hiçbir
şey	şey
görünmüyor	gör
atatürk	atatürk
temasında	tema
cumhuriyetimizin	cumhuriyet
kurucusu	kurucu
büyük	büyük
önderimiz	önder
atatürk'ü	atatürk
daha	daha
yakından	yakın
tanıyacağız	tanı
ihtiyar	ihtiyar
berber	berber
yoksul	yoksul
geçen	geç
son	son
yıllarında	yıl
öyle	öyle
bir	bir
bahşişi	bahşiş
alabilmek	al
için	için
birkaç	birkaç
baston	baston
darbesine	darbe
hazır	hazır
olduğunu	ol
ima	ima
ederek	et
gerdan	gerdan
kırar	kır
nerede	nere
eski	eski
müşteriler	müşteri
derdi	de
der	de
bunlardan	bu
birkaçına	birkaçı
ilerde	ileri
rastlayacağım	rastla
ama	ama
bunları	bu
gündeme	gündem
getirmiyoruz	getir
gençlerin	genç
yalnız	yalnız
başlarına	baş
sağda	sağ
solda	sol
yokedilip	yoket
gitmesinden	git
korkuyorum	kork
şu	şu
alış	alış
veriş	veriş
hastalığına	hastalık
birazcık	birazcık
olsun	ol
son	son
vermeyi	ver
becerebilsek	becer
...	...
bizim	biz
tarihimizde	tarih
hürriyetler	hürriyet
her	her
zaman	zaman
en	en
yüksek	yüksek
seviyede	seviye
dini	dini
yapının	yapı
yüksek	yüksek
dönemler	dönem
dâhil	dâhil
çocuklar	çocuk
tetanos	tetanos
aşınızı	aşı
olun	ol
allah	allah
korusun	kor
cam	cam
batar	batar
tel	tel
keser	keser
yıldırım	yıldırım
düşer	düş
!..	!..
ben	ben
saklambaç	saklambaç
oyunu	oyun
oynandığı	oyna
zaman	zaman
hiçbir	hiçbir
zaman	zaman
ebelenmezdim	ebele
ebelenmez	ebele
bu	bu
arada	ara
şunu	şu
da	da
söylemeliyim	söyle
ki	ki
chatcilerin	chatci
sıklıkla	sıklıkla
kullandığı	kullan
bir	bir
klavye	klavye
delikanlısı	delikanlı
tabiri	tabir
vardır	var
var	var
genellikle	genellikle
kararlı	kararlı
sessiz	sessiz
sabırlı	sabırlı
ilişki	ilişki
kurulması	kur
kolay	kolay
birisiniz	biri
akaretler'e	akaretler
taşınırsınız	taşın
ben	ben
sizi	siz
aldırıncaya	al
kadar	kadar
orada	ora
kalırsınız	kal
750	750
gr	gr
yoğurt	yoğurt
vuruş	vur
yanlışları	yanlış
yaptık	yap
çöller	çöl
çok	çok
az	az
yağış	yağış
alan	al
kurak	kurak
alanlardır	al
alanlardır	alan
alanlar	alan
çağdaş	çağdaş
müşrikler	müşrik
seleflerini	selef
geçtiler	geç
bu	bu
yarışta	yarış
ben	ben
yaptırdığım	yap
çalışmalarda	çalışma
her	her
zaman	zaman
için	için
sizden	siz
daha	daha
fazlasını	fazla
isteyeceğim	iste
bazı	bazı
çok	çok
güzel	güzel
anneler	anne
bu	bu
yüzden	yüz
hayalete	hayalet
dönüşürler	dönüş
gerekli	gerekli
olmadıkça	ol
saldırganlıklarını	saldırganlık
mücadeleci	mücadeleci
yapılarını	yapı
ortaya	orta
koymak	koy
istemezler	iste
babam	baba
şunu	şu
söylemişti	söyle
söylemiş	söyle
ben	ben
kızımı	kız
balığa	balık
yem	yem
yaparım	yap
da	da
bu	bu
aileye	aile
vermem	ver
annem	anne
kız	kız
kardeşimi	kardeş
antakya'da	antakya
yaşayan	yaşa
teyzeme	teyze
gönderdi	gönder
nüfuz	nüfuz
kabiliyetleri	kabiliyet
varsa	var
var	var
çoktur	çok
çok	çok
delicidir	delici
delici	delici
derinliklere	derin
girebilir	gir
veya	veya
hafiftir	hafif
hafif	hafif
bu	bu
yüzden	yüz
bizzat	bizzat
bu	bu
köprünün	köprü
varlığı	varlık
iki	iki
kesim	kesim
arasındaki	ara
arasında	ara
ki	ki
ayrımın	ayrım
bir	bir
tür	tür
tescili	tescil
uçurumun	uçurum
aşılmazlığının	aşılmazlık
kanıtı	kanıt
yerine	yer
geçiyor	geç
genç	genç
diri	diri
vücudu	vücut
meleklerle	melek
yarışıyor	yarış
gibi	gibi
...	...
hiç	hiç
harika	harika
bir	bir
öykünün	öykü
sonuna	son
gelip	gel
de	de
birlikte	birlikte
onca	onca
serüven	serüven
yaşadığı	yaşa
sevip	sev
hayran	hayran
olduğu	ol
adlarına	ad
kaygılanıp	kaygılan
umutlandığı	umutlan
kahramanlara	kahraman
veda	veda
etmek	et
zorunda	zor
kaldığı	kal
ve	ve
onlarsız	onlarsız
hayat	hayat
kendisine	kendi
boş	boş
ve	ve
anlamsız	anlamsız
göründüğü	gör
için	için
açıkça	açıkça
ya	ya
da	da
gizlice	gizlice
acı	acı
gözyaşları	gözyaşı
dökmemiş	dök
biri	biri
...	...
hakim	hakim
cihan	cihan
oskay'a	oskay
bin	bin
ytl	ytl
manevi	manevi
tazminat	tazminat
cezası	ceza
vererek	ver
paranın	para
yücel	yücel
uyar'a	uyar
ödenmesine	öde
hükmetti	hükmet
genç	genç
göktürkler	göktürk
kesin	kes
karar	karar
vermişlerdi	ver
vermişler	ver
hareketin	hareket
nasıl	nasıl
geliştiğini	geliş
türk	türk
toplumunu	toplum
nasıl	nasıl
damgaladığı	damgala
ya	ya
da	da
damgalayamadığını	damgala
türk	türk
toplumundaki	toplum
toplumundaki	toplum
toplumunda	toplum
ki	ki
faşizme	faşizm
geçişi	geç
kemalist	kemalist
hareketle	hareket
moskova'da	moskova
ki	ki
marksist	marksist
hareket	hareket
arasındaki	ara
arasında	ara
ki	ki
girintileri	girinti
çıkıntıları	çıkıntı
anlatmak	anlat
için	için
kitabı	kitap
gerçek	gerçek
doğru	doğru
kişilerle	kişi
kurmak	kur
bana	ben
daha	daha
güzel	güzel
geldi	gel
annem	anne
akşam	akşam
işten	iş
geldi	gel
dedem	dede
atatürk	atatürk
döneminde	dönem
yaşamış	yaşa
bazı	bazı
sovyet	sovyet
filmleri	film
de	de
amerikan	amerikan
filmleri	film
düzeyinde	düzey
toplantıda	toplantı
bu	bu
tartışmaların	tartışma
yaşandığı	yaşa
sırada	sıra
ecevit	ecevit
meclis'te	meclis
ki	ki
grup	grup
toplantısında	toplantı
rektörlerin	rektör
isteklerini	istek
haklı	haklı
bulduğunu	bul
ve	ve
bu	bu
konuda	konu
yaptıkları	yap
çalışmaları	çalışma
bugün	bugün
kamuoyuna	kamuoyu
açıklayacaklarını	açıkla
söyledi	söyle
her	her
defasında	defa
cümleyi	cümle
bir	bir
kâğıda	kâğıt
yazıp	yaz
dışarı	dışarı
çıkıyordu	çık
çıkıyor	çık
yanlış	yanlış
bir	bir
benzetme	benze
belki	belki
ama	ama
kolum	kol
kanadım	kanat
kırıldı	kır
bütün	bütün
işlerin	iş
başlangıcı	başlangıç
çetin	çetin
mücadelelerle	mücadele
doludur	dolu
dolu	dolu
suriye	suriye
bu	bu
açılımdan	açılım
memnuniyet	memnuniyet
duyarken	duyar
duyar	duyar
nükleer	nükleer
silah	silah
programı	program
dahil	dahil
geniş	geniş
çaplı	çaplı
silah	silah
stokları	stok
bulunan	bulun
israil'in	israil
de	de
silahsızlanması	silahsızlan
gerektiğine	gerek
dikkat	dikkat
çekmişti	çek
çekmiş	çek
alanları	alan
çok	çok
farklı	farklı
babamın	baba
dilinden	dil
düşürmediği	düş
deyimlerden	deyim
birisi	biri
de	de
iyi	iyi
parayla	para
verdiği	ver
konserlerde	konser
insanlara	insan
verdiği	ver
pozitif	pozitif
enerji	enerji
sahneyi	sahne
kullanma	kullan
sanatı	sanat
ve	ve
yaşattığı	yaşa
anbians	ambiyans
bugünkü	bugün
bugün	bugün
kü	kü
sanatçılar	sanat
tarafından	taraf
örnek	örnek
alınmaktadır	al
allah	allah
iyiliğini	iyilik
versin	ver
desene	de
oğlun	oğul
da	da
senin	sen
kafanda	kafa
yetişiyor	yetiş
yemek	yemek
kaşığı	kaşık
sıvı	sıv
yağı	yağ
tavada	tava
kızdırıp	kız
orta	orta
hararetteki	hararet
hararette	hararet
ateşte	ateş
şişleri	şiş
kızartın	kızar
şair	şair
eskiyen	eski
masallar	masal
sözü	söz
ile	ile
ne	ne
anlatmak	anlat
istiyor	iste
defterinize	defter
yazınız	yaz
yeterince	yeterince
düzgün	düzgün
olmasa	ol
da	da
uygulamışlar	uygula
elbette	elbette
ya	ya
!..	!..
sizden	siz
biri	biri
zaman	zaman
zaman	zaman
kavgaya	kavga
dönüşen	dönüş
tartışma	tartışma
pasaportum	pasaport
üzerineydi	üzeri
üzerine	üzeri
bu	bu
tip	tip
yasaklarla	yasak
türkiye'nin	türkiye
bir	bir
yere	yer
gitmesi	git
mümkün	mümkün
bana	ben
biraz	biraz
güler	gül
misin	mi
iddianamede	iddianame
ki	ki
gerekçeler	gerekçe
artık	artık
üniversitede	üniversite
bana	ben
kadro	kadro
bulunup	bulun
bulunmadığını	bulun
bile	bile
takip	takip
etmiyordum	et
etmiyor	et
bu	bu
seçimde	seçim
inan	inan
kıraç	kıraç
ve	ve
selahattin	selâhattin
beyazıt'la	beyazıt
birlikte	birlikte
hareket	hareket
edeceğim	et
beyaz	beyaz
bir	bir
ay	ay
doğuyor	doğ
fıstıkların	fıstık
arkasından	arka
salih	salih
ışık	ışık
kayseri	kayseri
sarız	sarız
ilçesi	ilçe
yalak	yalak
köyündendi	köy
köyünden	köy
çevresi	çevre
genişti	geniş
geniş	geniş
anlaşılan	anlaş
ada	ada
bu	bu
yıl	yıl
sen	sen
yanımdasın	yan
yanımdasın	yan
yanımda	yan
torunum	torun
yanımda	yan
kontrollerim	kontrol
temiz	temiz
çıktı	çık
haftaya	hafta
ailece	ailece
altonoluk'a	altonoluk
gideceğiz	git
yüzeceğiz	yüz
taze	taze
balıklar	balık
sebzeler	sebze
yiyeceğiz	ye
zirveye	zirve
ulaştıktan	ulaş
sonra	sonra
dağın	dağ
başka	başka
hiçbir	hiçbir
yeri	yer
artık	artık
tatmin	tatmin
etmez	et
20	20
adet	adet
iç	iç
fındık	fındık
veya	veya
iç	iç
badem	badem
ders	ders
aldığımız	al
edebi	edebi
hazlar	haz
tattığımız	tat
romanlar	roman
okuduk	oku
çok	çok
gittiğim	git
yediğim	ye
içtiğim	iç
yerleri	yer
yazmak	yaz
tercih	tercih
ettiğim	et
bir	bir
şey	şey
ben	ben
sanatçıyım	sanat
sanatçı	sanat
büyükayı'nın	büyükayı
tüm	tüm
yıldızlarıyla	yıldız
size	siz
göz	göz
kırpıp	kırp
sen	sen
çalışansın	çalışan
çalışan	çalışan
dedi	de
kaynayınca	kayna
limon	limon
suyunu	su
ekleyip	ekle
karıştırın	karış
ve	ve
bir	bir
iki	iki
taşım	taşım
kaynatın	kayna
savarona	savarona
geniş	geniş
kabul	kabul
salonları	salon
lüks	lüks
kamaraları	kamara
jimnastik	jimnastik
salonu	salon
kütüphanesi	kütüphane
müzik	müzik
salonuyla	salon
adeta	adeta
bir	bir
yüzer	yüz
saraydı	saray
saray	saray
okuma	oku
bir	bir
isteğin	istek
bir	bir
ihtiyacın	ihtiyaç
karşılığı	karşılık
olmalıdır	ol
domatesler	domates
iyice	iyice
eriyene	eri
kadar	kadar
pişirin	piş
pişme	piş
süresi	süre
20	20
dk	dk
yemek	yemek
kaşığı	kaşık
un	un
bu	bu
süre	süre
boyunca	boyunca
hep	hep
sigara	sigara
içmiştim	iç
içmiş	iç
en	en
az	az
yarım	yarım
saat	saat
uğraştıktan	uğraş
sonra	sonra
hastane	hastane
santrali	santral
açıldı	aç
bnet	bnet
genel	genel
müdürü	müdür
hakan	hakan
akan	ak
da	da
kısa	kısa
vadede	vade
internet	internet
servis	servis
sağlayıcılığı	sağlayıcılık
alanının	alan
öncüsü	öncü
olmayı	ol
